trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
2015-06-01,300467.SZ,44.55,64.69,44.55,64.69,58.81,5.88,10.0,50.0,274.3
2015-06-08,300467.SZ,71.16,104.19,71.16,104.19,94.72,9.47,10.0,57.0,528.896
2015-06-15,300467.SZ,114.61,167.81,114.61,167.81,152.55,15.26,10.0,182.0,2700.871
2015-06-22,300467.SZ,184.59,245.7,184.59,245.7,223.36,22.34,10.0,6505.389999999999,155417.7272
2015-06-29,300467.SZ,270.27,297.3,270.27,297.3,270.27,27.03,10.0,2002.3,55409.5476
2015-07-06,300467.SZ,267.57,267.57,216.73,217.43,240.81,-23.38,-9.71,68760.61,1522096.3872
2015-07-13,300467.SZ,206.0,234.41,167.03,234.41,213.1,21.31,10.0,74864.28,1469042.0358000002
2015-07-20,300467.SZ,233.97,247.0,172.0,214.0,223.03,-9.03,-4.05,64446.2,1372011.267
2015-07-27,300467.SZ,208.0,225.27,201.21,218.89,214.0,4.89,2.29,7866.47,169023.6784
2015-11-23,300467.SZ,60.03,60.03,60.03,60.03,54.57,5.46,10.01,1497.0,8986.491
2015-11-30,300467.SZ,66.03,96.67,66.03,96.67,87.88,8.79,10.0,51763.67,460322.2437
2015-12-07,300467.SZ,106.34,126.95,105.27,111.0,120.0,-9.0,-7.5,541995.55,6256754.8003
2015-12-14,300467.SZ,116.0,122.1,94.8,99.35,99.68,-0.33,-0.33,325609.0,3600475.7405
2015-12-21,300467.SZ,100.31,114.0,97.29,101.5,105.0,-3.5,-3.33,255469.87000000002,2668445.8141
2015-12-28,300467.SZ,101.0,110.0,95.1,97.36,98.97,-1.61,-1.63,182019.93,1843912.6734
2016-01-04,300467.SZ,98.3,101.8,81.7,81.7,90.78,-9.08,-10.0,117241.78,1089602.0606
2016-01-11,300467.SZ,75.1,89.18,73.88,76.86,85.4,-8.54,-10.0,159543.76,1311039.9764
2016-01-18,300467.SZ,76.99,79.25,64.64,69.5,67.0,2.5,3.73,152030.72,1079933.2168
2016-01-25,300467.SZ,68.5,83.28,68.02,74.08,76.0,-1.92,-2.53,171900.07,1318703.2678
2016-02-01,300467.SZ,72.45,73.3,57.0,59.0,62.04,-3.04,-4.9,153456.44999999998,951841.975
2016-02-08,300467.SZ,58.38,74.5,58.38,74.0,70.42,3.58,5.08,131112.88,893977.0752
2016-02-15,300467.SZ,69.88,77.77,69.7,75.0,74.0,1.0,1.35,27371.73,202882.0415
2016-02-22,300467.SZ,75.5,78.9,73.1,74.95,75.1,-0.15,-0.2,145686.24,1103407.0001
2016-02-29,300467.SZ,75.0,77.0,54.54,54.54,60.6,-6.06,-10.0,152713.66,1012840.4714
2016-03-07,300467.SZ,53.9,62.0,50.4,54.51,52.04,2.47,4.75,276719.26,1545669.2898
2016-03-14,300467.SZ,53.32,57.02,49.2,55.81,51.84,3.97,7.66,234404.90999999997,1256701.6756000002
2016-03-21,300467.SZ,55.13,70.98,53.58,69.5,64.8,4.7,7.25,330191.86,2003604.8433
2016-03-28,300467.SZ,67.5,74.5,65.0,65.16,68.05,-2.89,-4.25,246977.73,1695897.6623
2016-04-04,300467.SZ,65.3,77.8,64.15,71.0,73.33,-2.33,-3.18,246892.04,1748050.0677
2016-04-11,300467.SZ,70.0,75.93,65.55,68.92,66.88,2.04,3.05,247126.79,1744131.9561
2016-04-18,300467.SZ,69.9,70.9,64.9,65.56,68.83,-3.27,-4.75,172986.93,1176118.1720999999
2016-04-25,300467.SZ,65.99,66.88,55.6,58.03,58.12,-0.09,-0.15,161644.15,979285.4691999999
2016-05-02,300467.SZ,58.57,59.8,55.98,58.0,57.83,0.17,0.29,78911.88,459327.7129
2016-05-09,300467.SZ,58.2,64.8,54.9,55.22,60.3,-5.08,-8.42,147532.97999999998,901753.5347
2016-05-16,300467.SZ,55.51,58.16,51.01,54.9,53.08,1.82,3.43,121019.47,663771.3471
2016-05-23,300467.SZ,54.82,63.73,51.39,61.38,58.85,2.53,4.3,176588.09,1003939.1293
2016-05-30,300467.SZ,61.4,63.44,55.0,55.78,57.98,-2.2,-3.79,156446.97,923734.6928
2016-06-06,300467.SZ,56.2,66.88,55.77,63.6,64.74,-1.14,-1.76,257740.13,1629426.1321999999
2016-06-13,300467.SZ,62.99,67.5,57.31,57.31,63.68,-6.37,-10.0,132388.75,837121.3001
2016-06-20,300467.SZ,56.0,59.87,55.51,58.15,56.1,2.05,3.65,164643.16999999998,947294.2471
2016-06-27,300467.SZ,58.4,61.93,54.1,61.12,56.9,4.22,7.42,177057.51,1024733.9291000001
2016-07-04,300467.SZ,61.9,63.38,59.12,60.8,60.64,0.16,0.26,327657.89,1989427.5639
2016-07-11,300467.SZ,60.8,65.78,58.26,62.75,59.8,2.95,4.93,291102.64,1800459.4904
2016-07-18,300467.SZ,62.86,66.0,58.0,60.51,62.09,-1.58,-2.54,317484.7,1981867.8138000001
2016-07-25,300467.SZ,60.09,69.8,60.09,68.5,65.3,3.2,4.9,353376.76,2323435.7851
2016-08-01,300467.SZ,67.99,69.48,56.2,57.89,61.99,-4.1,-6.61,261713.16999999998,1664185.5682
2016-08-08,300467.SZ,58.0,58.8,54.81,56.9,56.31,0.59,1.05,119737.77,686335.0446
2016-08-15,300467.SZ,57.0,59.96,55.63,59.1,57.43,1.67,2.91,135043.42,779260.1046
2016-08-22,300467.SZ,58.64,60.19,56.8,56.81,58.48,-1.67,-2.86,113562.02,666916.4707000001
2016-08-29,300467.SZ,56.85,58.85,56.81,57.84,58.09,-0.25,-0.43,93765.5,542774.7964
2016-09-05,300467.SZ,57.9,58.99,56.07,56.73,56.62,0.11,0.19,71744.23,411603.7177
2016-09-12,300467.SZ,56.74,57.4,53.07,54.06,56.41,-2.35,-4.17,81835.58,459513.01729999995
2016-09-19,300467.SZ,54.5,54.97,53.2,53.88,53.55,0.33,0.62,36511.54,196141.55
2016-09-26,300467.SZ,53.7,54.08,50.81,50.91,52.59,-1.68,-3.19,64558.92,341424.1154
2016-10-03,300467.SZ,51.0,51.49,49.7,50.6,50.45,0.15,0.3,51027.840000000004,257730.9429
2016-10-10,300467.SZ,51.01,52.36,50.75,51.91,50.6,1.31,2.59,19545.42,100951.3927
2016-10-17,300467.SZ,51.8,52.48,51.48,51.59,52.1,-0.51,-0.98,53861.76,279301.9995
2016-10-24,300467.SZ,51.45,53.0,50.4,51.2,50.98,0.22,0.43,107954.41,555693.6965000001
2016-10-31,300467.SZ,51.08,52.27,50.4,51.16,51.07,0.09,0.18,97639.54000000001,500147.87679999997
2016-11-07,300467.SZ,51.17,53.66,50.67,51.92,52.59,-0.67,-1.27,128897.84999999999,670980.687
2016-11-14,300467.SZ,51.94,53.32,50.69,52.46,51.6,0.86,1.67,100744.99,522530.252
2016-11-21,300467.SZ,52.66,55.87,52.0,52.77,52.56,0.21,0.4,123611.67,661679.3369999999
2016-11-28,300467.SZ,53.0,54.58,51.38,52.95,53.62,-0.67,-1.25,105313.75,558509.034
2016-12-05,300467.SZ,52.59,53.17,49.71,50.43,50.59,-0.16,-0.32,69661.18,361088.754
2016-12-12,300467.SZ,50.2,51.2,44.1,44.1,49.0,-4.9,-10.0,70086.3,340111.91599999997
2016-12-19,300467.SZ,44.09,44.09,41.51,43.13,43.18,-0.05,-0.12,63125.43000000001,270481.773
2016-12-26,300467.SZ,43.09,44.54,39.15,42.2,40.89,1.31,3.2,63707.71,268943.558
2017-01-02,300467.SZ,41.96,44.6,41.5,43.8,42.76,1.04,2.43,55776.93,241293.462
2017-01-09,300467.SZ,43.76,47.55,43.08,46.6,43.25,3.35,7.75,88708.34,397581.727
2017-06-26,300467.SZ,46.57,46.57,41.91,41.91,46.57,-4.66,-10.01,49769.0,215362.024
2017-07-03,300467.SZ,40.0,48.49,40.0,42.09,41.33,0.76,1.84,316944.27,1386373.289
2017-07-10,300467.SZ,41.0,41.86,36.66,36.7,39.78,-3.08,-7.74,183285.08000000002,730290.8489999999
2017-07-17,300467.SZ,36.69,37.35,32.02,33.93,35.28,-1.35,-3.83,149511.3,526489.285
2017-07-24,300467.SZ,34.2,34.78,31.09,31.66,32.52,-0.86,-2.64,82572.98000000001,274226.244
2017-07-31,300467.SZ,32.02,35.7,32.01,33.5,34.02,-0.52,-1.53,316315.8,1084094.405
2017-08-07,300467.SZ,33.52,34.79,32.33,34.02,33.12,0.9,2.72,137952.66,462935.686
2017-08-14,300467.SZ,34.0,34.75,32.52,33.86,32.67,1.19,3.64,108082.14,365503.898
2017-08-21,300467.SZ,33.92,38.45,33.89,36.4,36.5,-0.1,-0.27,213582.47999999998,774861.616
2017-08-28,300467.SZ,36.4,39.74,34.16,38.0,36.13,1.87,5.18,163500.26,603826.819
2017-09-04,300467.SZ,38.87,45.38,38.06,43.83,41.25,2.58,6.25,339824.58999999997,1403605.689
2017-09-11,300467.SZ,43.88,46.29,43.0,45.52,44.3,1.22,2.75,72537.91,322151.515
2017-09-18,300467.SZ,46.0,47.0,41.4,42.7,43.4,-0.7,-1.61,134603.82,583147.621
2017-09-25,300467.SZ,42.61,46.8,41.8,42.3,44.16,-1.86,-4.21,129007.28,568986.665
2017-10-02,300467.SZ,42.4,49.3,41.59,47.87,45.7,2.17,4.75,136465.01,622196.63
2017-10-09,300467.SZ,47.0,47.15,45.36,46.42,47.87,-1.45,-3.03,56987.5,262817.805
2017-10-16,300467.SZ,46.13,50.97,45.21,47.23,48.1,-0.87,-1.81,207480.07,1002394.417
2017-10-23,300467.SZ,47.0,50.7,46.92,49.61,49.88,-0.27,-0.54,109913.49,537768.421
2017-10-30,300467.SZ,49.8,52.52,47.58,51.23,51.87,-0.64,-1.23,119354.75,597355.852
2017-11-06,300467.SZ,51.2,54.03,50.0,53.7,51.94,1.76,3.39,127584.07,668372.863
2017-11-13,300467.SZ,53.2,56.8,52.02,56.52,54.25,2.27,4.18,109303.8,592553.263
2017-11-20,300467.SZ,56.5,59.0,52.58,54.8,54.25,0.55,1.01,157933.12,870035.46
2017-11-27,300467.SZ,54.87,56.48,48.5,48.5,51.47,-2.97,-5.77,120492.56999999999,634405.737
2017-12-04,300467.SZ,48.55,49.38,44.71,45.99,46.6,-0.61,-1.31,102964.01,484001.332
2017-12-11,300467.SZ,45.79,48.07,43.58,47.69,47.0,0.69,1.47,86839.75,400533.191
2017-12-18,300467.SZ,48.0,48.2,45.81,46.24,46.74,-0.5,-1.07,41983.979999999996,198040.395
2017-12-25,300467.SZ,46.26,50.76,46.26,48.9,49.8,-0.9,-1.81,68416.7,336407.841
2018-01-01,300467.SZ,48.85,48.9,44.0,46.95,48.47,-1.52,-3.14,68876.11,326323.933
2018-01-08,300467.SZ,47.44,48.1,44.21,45.68,45.29,0.39,0.86,87913.53,407752.32499999995
2018-01-15,300467.SZ,45.35,47.96,44.75,45.69,46.93,-1.24,-2.64,60364.54,277645.67100000003
2018-01-22,300467.SZ,45.43,46.28,44.59,45.11,45.0,0.11,0.24,33588.03,152524.005
2018-01-29,300467.SZ,44.71,47.7,44.08,45.8,46.2,-0.4,-0.87,57386.25,266640.383
2018-02-05,300467.SZ,45.4,46.25,36.45,38.63,38.9,-0.27,-0.69,100069.1,398582.876
2018-02-12,300467.SZ,38.54,38.54,31.29,35.5,34.66,0.84,2.42,99405.07,347978.997
2018-02-19,300467.SZ,35.52,36.8,35.51,36.5,35.72,0.78,2.18,18727.16,67623.298
2018-02-26,300467.SZ,36.0,37.78,35.5,37.56,36.1,1.46,4.04,36237.09,133347.49300000002
2018-03-05,300467.SZ,37.56,42.49,37.51,40.8,40.93,-0.13,-0.32,114941.13,466810.561
2018-03-12,300467.SZ,40.9,45.39,39.5,43.45,42.82,0.63,1.47,111187.91,469581.174
2018-03-19,300467.SZ,43.44,44.9,41.15,42.67,41.39,1.28,3.09,84142.26,361004.925
2018-03-26,300467.SZ,42.68,42.8,37.1,38.45,38.39,0.06,0.16,84625.88,339052.61
2018-04-02,300467.SZ,38.65,45.27,38.65,44.2,41.79,2.41,5.77,122601.01,500910.17799999996
2018-04-09,300467.SZ,43.03,43.99,40.82,42.04,41.64,0.4,0.96,65712.91,279155.492
2018-04-16,300467.SZ,42.2,42.4,39.65,40.0,40.39,-0.39,-0.97,73845.23,300773.93
2018-04-23,300467.SZ,40.7,40.74,36.53,37.9,36.88,1.02,2.77,76828.14,298894.024
2018-04-30,300467.SZ,38.37,39.85,37.6,39.2,38.79,0.41,1.06,61568.15,238515.134
2018-05-07,300467.SZ,39.19,42.8,38.52,41.61,41.69,-0.08,-0.19,69161.58,283515.469
2018-05-14,300467.SZ,41.55,42.58,40.11,40.53,41.05,-0.52,-1.27,64030.09,265591.517
2018-05-21,300467.SZ,40.06,41.7,38.62,39.12,39.1,0.02,0.05,75313.66,300622.32700000005
2018-05-28,300467.SZ,39.15,39.2,36.63,37.06,37.17,-0.11,-0.3,64719.6,244295.49300000002
2018-06-04,300467.SZ,36.98,37.47,34.52,35.6,35.28,0.32,0.91,64989.86,234424.465
2018-06-11,300467.SZ,35.5,37.05,33.91,35.13,36.6,-1.47,-4.02,65049.45,233743.239
2018-06-18,300467.SZ,35.11,37.5,34.0,34.05,35.08,-1.03,-2.94,36221.880000000005,127829.542
2018-06-25,300467.SZ,33.49,33.49,30.06,30.9,31.48,-0.58,-1.84,67777.85,211063.638
2018-07-02,300467.SZ,30.5,32.53,30.31,31.0,32.1,-1.1,-3.43,51882.82,164227.962
2018-07-09,300467.SZ,31.39,33.2,30.3,32.63,31.71,0.92,2.9,112920.0,361094.108
2018-07-16,300467.SZ,32.54,33.11,30.89,32.33,32.29,0.04,0.12,99065.47,319358.42100000003
2018-07-23,300467.SZ,32.11,33.05,31.51,32.96,32.8,0.16,0.4878,79350.62,258549.242
2018-07-30,300467.SZ,32.95,36.49,31.5,31.95,32.72,-0.77,-2.3533,164710.83,564546.249
2018-08-06,300467.SZ,31.77,32.24,27.7,27.97,28.7,-0.73,-2.5436,97211.39,290825.207
2018-08-13,300467.SZ,28.15,29.66,27.63,29.48,29.55,-0.07,-0.2369,86996.62,251782.837
2018-08-20,300467.SZ,29.36,29.48,25.55,26.66,25.9,0.76,2.9344,77545.9,211549.923
2018-08-27,300467.SZ,26.46,29.68,26.02,28.9,27.12,1.78,6.5634,78977.79000000001,216239.459
2018-09-03,300467.SZ,28.21,32.65,25.96,26.65,28.73,-2.08,-7.2398,484313.58999999997,1450740.915
2018-09-10,300467.SZ,26.55,27.18,23.85,23.85,24.88,-1.03,-4.1399,234814.38,608359.1429999999
2018-09-17,300467.SZ,23.99,24.86,23.41,23.82,23.82,0.0,0.0,103994.3,252411.434
2018-09-24,300467.SZ,23.82,24.75,23.58,24.7,24.1,0.6,2.4896,80902.13,196104.85
2018-10-01,300467.SZ,24.43,24.6,22.82,24.4,22.9,1.5,6.5502,95038.76,227519.29200000002
2018-10-08,300467.SZ,23.98,23.99,23.12,23.23,24.4,-1.17,-4.7951,22147.44,52179.815
2018-10-15,300467.SZ,23.26,24.45,20.25,21.1,21.25,-0.15,-0.7059,116082.43,261670.101
2018-10-22,300467.SZ,21.4,22.77,20.01,22.46,21.43,1.03,4.8063,119699.94,255701.177
2018-10-29,300467.SZ,22.31,22.67,21.02,21.72,21.93,-0.21,-0.9576,93310.76,205297.67799999999
2018-11-05,300467.SZ,21.73,24.49,21.3,24.3,23.88,0.42,1.7588,185245.16,431944.81700000004
2018-11-12,300467.SZ,24.0,26.0,23.2,25.68,24.04,1.64,6.822,181312.28,440658.958
2018-11-19,300467.SZ,25.1,28.45,25.0,26.67,27.72,-1.05,-3.7879,343131.85,935595.616
2018-11-26,300467.SZ,26.47,26.88,24.68,25.95,26.06,-0.11,-0.4221,236316.64,609119.3150000001
2018-12-03,300467.SZ,25.86,28.8,25.75,27.49,27.57,-0.08,-0.2902,257219.36,702441.854
2018-12-10,300467.SZ,27.3,27.45,25.21,25.57,25.88,-0.31,-1.1978,103998.31999999999,272780.325
2018-12-17,300467.SZ,25.65,25.93,24.54,24.8,24.95,-0.15,-0.6012,72168.53,183040.878
2018-12-24,300467.SZ,24.6,24.93,23.43,24.04,24.05,-0.01,-0.0416,91028.08,220008.73
2018-12-31,300467.SZ,23.7,23.78,22.5,22.93,23.1,-0.17,-0.7359,79517.39,183676.413
2019-01-07,300467.SZ,22.93,23.44,21.83,23.32,23.01,0.31,1.3472,79737.36,183159.997
2019-01-14,300467.SZ,23.33,23.5,22.27,22.7,23.14,-0.44,-1.9015,146411.47,334185.166
2019-01-21,300467.SZ,22.7,23.64,22.5,23.29,23.59,-0.3,-1.2717,114983.18,265498.657
2019-01-28,300467.SZ,23.3,23.72,20.81,20.81,23.12,-2.31,-9.9913,144031.91,327135.659
2019-02-04,300467.SZ,20.0,20.37,18.88,20.05,19.7,0.35,1.7766,110615.5,218063.415
2019-02-11,300467.SZ,20.1,20.68,19.88,20.56,20.05,0.51,2.5436,20007.15,40816.309
2019-02-18,300467.SZ,20.43,21.93,20.43,21.8,21.17,0.63,2.9759,159211.87,338062.498
2019-02-25,300467.SZ,21.93,25.08,20.8,24.51,23.39,1.12,4.7884,516430.2,1184332.769
2019-03-04,300467.SZ,24.78,25.87,23.92,24.78,24.5,0.28,1.1429,414872.03,1029296.635
2019-03-11,300467.SZ,24.88,30.02,24.78,29.96,27.86,2.1,7.5377,658518.5800000001,1813049.344
2019-03-18,300467.SZ,30.73,34.9,27.95,29.49,29.2,0.29,0.9932,522276.9,1613096.464
2019-03-25,300467.SZ,29.35,29.69,27.83,28.07,28.85,-0.78,-2.7036,291209.20999999996,841890.721
2019-04-01,300467.SZ,28.29,29.1,26.01,28.88,27.7,1.18,4.2599,318104.82,873770.01
2019-04-08,300467.SZ,29.0,30.88,27.73,27.9,29.16,-1.26,-4.321,302382.04,885289.437
2019-04-15,300467.SZ,27.84,30.0,27.62,27.91,28.0,-0.09,-0.3214,269192.0,775190.2490000001
2019-04-22,300467.SZ,27.87,29.63,27.0,28.06,28.86,-0.8,-2.772,266713.67,761840.8389999999
2019-04-29,300467.SZ,25.25,25.25,21.15,21.59,22.45,-0.86,-3.8307,438474.65,1002434.606
2019-05-06,300467.SZ,21.58,22.08,19.61,19.85,21.7,-1.85,-8.5253,101425.75,212899.35499999998
2019-05-13,300467.SZ,20.09,21.98,20.09,21.24,21.74,-0.5,-2.2999,248325.77,527144.154
2019-05-20,300467.SZ,20.73,21.8,20.11,20.8,20.4,0.4,1.9608,207370.72999999998,437998.24
2019-05-27,300467.SZ,20.84,20.93,19.34,20.19,19.64,0.55,2.8004,183026.94,367798.671
2019-06-03,300467.SZ,20.48,20.57,18.49,18.49,19.4,-0.91,-4.6907,174223.90000000002,341197.76100000006
2019-06-10,300467.SZ,18.69,19.06,16.15,16.85,16.5,0.35,2.1212,290448.05,503491.04099999997
2019-06-17,300467.SZ,16.87,17.94,16.67,17.82,17.52,0.3,1.7123,235879.28,412199.372
2019-06-24,300467.SZ,17.79,21.34,17.45,19.55,20.85,-1.3,-6.235,402956.24,779869.073
2019-07-01,300467.SZ,19.67,19.68,18.18,19.08,18.42,0.66,3.5831,222270.41999999998,418885.093
2019-07-08,300467.SZ,19.13,19.14,17.25,17.3,18.21,-0.91,-4.9973,154999.86,284980.949
2019-07-15,300467.SZ,17.34,17.82,17.0,17.74,17.38,0.36,2.0713,109773.70999999999,191672.50400000002
2019-07-22,300467.SZ,17.73,18.26,16.78,16.79,17.42,-0.63,-3.6165,146592.81,258765.99800000002
2019-07-29,300467.SZ,16.82,17.65,16.8,17.23,17.37,-0.14,-0.806,115791.9,200613.551
2019-08-05,300467.SZ,17.36,18.08,16.76,16.82,17.43,-0.61,-3.4997,209947.19,367535.40400000004
2019-08-12,300467.SZ,16.2,16.25,14.8,15.28,14.94,0.34,2.2758,281169.07,427352.73099999997
2019-08-19,300467.SZ,15.13,16.38,15.07,16.34,15.7,0.64,4.0764,238666.25,375783.752
2019-08-26,300467.SZ,16.36,16.68,15.18,15.5,16.18,-0.68,-4.2027,240909.78,387222.267
2019-09-02,300467.SZ,15.62,17.24,15.62,16.45,15.78,0.67,4.2459,533909.43,882827.788
2019-09-09,300467.SZ,16.55,17.97,16.41,17.93,17.3,0.63,3.6416,551335.97,949916.7690000001
2019-09-16,300467.SZ,17.75,17.79,17.2,17.54,17.43,0.11,0.6311,263388.27999999997,460015.69800000003
2019-09-23,300467.SZ,17.5,17.6,16.61,17.06,17.53,-0.47,-2.6811,314165.77,536775.339
2019-09-30,300467.SZ,17.0,17.56,15.41,15.87,15.85,0.02,0.1262,264236.33,438549.319
2019-10-14,300467.SZ,15.64,17.64,15.23,17.07,17.14,-0.07,-0.4084,287160.64,474116.31299999997
2019-10-21,300467.SZ,16.52,16.7,15.42,15.81,15.86,-0.05,-0.3153,184282.72,298007.95
2019-10-28,300467.SZ,15.82,17.34,15.82,16.87,16.24,0.63,3.8793,239885.38,397299.63399999996
2019-11-04,300467.SZ,16.85,17.38,15.78,16.08,16.07,0.01,0.0622,264863.18,441333.334
2019-11-11,300467.SZ,16.07,16.23,14.96,15.08,15.78,-0.7,-4.436,133063.0,208518.062
2019-11-18,300467.SZ,15.06,15.43,14.84,15.14,15.21,-0.07,-0.4602,110536.93,167099.915
2019-11-25,300467.SZ,15.11,17.75,15.04,15.83,16.3,-0.47,-2.8834,536199.12,896723.151
2019-12-02,300467.SZ,15.93,15.98,15.18,15.45,15.46,-0.01,-0.0647,161439.34,249801.104
2019-12-09,300467.SZ,15.43,16.43,15.22,16.14,16.23,-0.09,-0.5545,227129.0,361339.421
2019-12-16,300467.SZ,16.15,16.92,15.8,16.83,16.34,0.49,2.9988,321972.56,526335.985
2019-12-23,300467.SZ,16.82,22.88,16.63,20.59,22.88,-2.29,-10.0087,526338.76,1020274.3489999999
2019-12-30,300467.SZ,19.8,24.92,19.23,19.44,21.6,-2.16,-10.0,1515820.28,3289995.4809999997
2020-01-06,300467.SZ,19.01,21.84,18.95,20.65,20.7,-0.05,-0.2415,678984.78,1374510.1579999998
2020-01-13,300467.SZ,20.9,21.65,19.7,20.41,20.5,-0.09,-0.439,606856.52,1259169.468
2020-01-20,300467.SZ,20.42,22.52,19.92,20.9,22.52,-1.62,-7.1936,699434.5800000001,1492386.155
2020-01-27,300467.SZ,20.5,20.53,17.54,17.57,19.49,-1.92,-9.8512,412030.35,780620.223
2020-02-03,300467.SZ,15.88,16.47,15.81,15.81,17.57,-1.76,-10.0171,111789.56,178065.202
2020-02-10,300467.SZ,15.88,18.18,15.88,17.82,18.0,-0.18,-1.0,615023.99,1062243.296
2020-02-17,300467.SZ,17.66,17.87,17.02,17.87,17.17,0.7,4.0769,388167.65,675218.873
2020-02-24,300467.SZ,17.78,22.86,17.7,21.75,22.03,-0.28,-1.271,1139517.53,2334759.952
2020-03-02,300467.SZ,20.5,21.4,18.55,19.19,18.68,0.51,2.7302,558702.63,1117025.28
2020-03-09,300467.SZ,19.28,19.99,17.56,17.6,19.35,-1.75,-9.0439,393852.79,751536.444
2020-03-16,300467.SZ,17.4,18.5,16.13,16.4,16.97,-0.57,-3.3589,273528.61,475468.39400000003
2020-03-23,300467.SZ,16.8,18.15,16.01,17.05,17.73,-0.68,-3.8353,247028.45,429298.387
2020-03-30,300467.SZ,17.34,17.91,16.4,16.61,17.33,-0.72,-4.1546,218746.15000000002,378252.407
2020-04-06,300467.SZ,16.82,16.93,16.12,16.39,16.75,-0.36,-2.1493,95523.52,158333.773
2020-04-13,300467.SZ,16.77,17.42,15.76,15.97,16.31,-0.34,-2.0846,158391.12,264634.597
2020-04-20,300467.SZ,16.01,16.77,15.99,16.39,16.3,0.09,0.5521,101066.18,166361.41
2020-04-27,300467.SZ,16.32,16.44,14.95,15.02,15.65,-0.63,-4.0256,115407.57,182232.555
2020-05-04,300467.SZ,15.02,15.12,13.66,14.91,14.34,0.57,3.9749,117985.24,170288.228
2020-05-11,300467.SZ,14.2,15.45,14.2,15.13,15.15,-0.02,-0.132,134137.66,201309.313
2020-05-18,300467.SZ,15.13,15.24,14.45,14.56,14.96,-0.4,-2.6738,90786.52,135348.718
2020-05-25,300467.SZ,14.82,15.18,13.83,13.85,14.0,-0.15,-1.0714,121599.0,176963.484
2020-06-01,300467.SZ,13.86,14.72,13.55,14.7,14.07,0.63,4.4776,106160.31,150198.624
2020-06-08,300467.SZ,14.75,16.25,14.57,15.68,16.19,-0.51,-3.1501,255507.33000000002,393051.69299999997
2020-06-15,300467.SZ,15.52,16.77,14.99,16.14,15.97,0.17,1.0645,431799.7,689307.306
2020-06-22,300467.SZ,17.0,17.45,15.68,15.77,16.17,-0.4,-2.4737,381754.95,629285.9
2020-06-29,300467.SZ,15.77,18.5,15.77,17.0,17.65,-0.65,-3.6827,481270.70999999996,831737.5769999999
2020-07-06,300467.SZ,16.96,18.14,16.71,17.94,17.36,0.58,3.341,481703.49,843265.95
2020-07-13,300467.SZ,17.93,19.39,17.68,18.92,18.38,0.54,2.938,568388.64,1061593.782
