trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
2020-07-20,300467.SZ,18.81,19.04,16.15,17.02,16.47,0.55,3.3394,332997.69,582572.489
2020-07-27,300467.SZ,17.04,17.35,15.47,15.69,15.69,0.0,0.0,182831.54,301433.033
2020-08-03,300467.SZ,15.74,17.97,15.69,17.66,16.53,1.13,6.8361,195393.06,326493.994
2020-08-10,300467.SZ,17.52,18.53,17.06,17.78,17.6,0.18,1.0227,293099.21,523581.266
2020-08-17,300467.SZ,17.7,17.88,16.54,17.48,17.23,0.25,1.451,180605.91,312020.594
2020-08-24,300467.SZ,17.5,18.35,16.48,17.86,18.08,-0.22,-1.2168,303837.09,533499.434
2020-08-31,300467.SZ,17.82,18.56,17.11,18.18,18.32,-0.14,-0.7642,385791.69,696405.152
2020-09-07,300467.SZ,18.02,23.54,17.78,22.76,19.62,3.14,16.0041,681759.3999999999,1398847.672
2020-09-14,300467.SZ,21.2,22.49,17.16,18.65,18.03,0.62,3.4387,817873.24,1656254.303
2020-09-21,300467.SZ,18.63,19.2,17.7,18.01,18.17,-0.16,-0.8806,322865.12,593237.324
2020-09-28,300467.SZ,17.9,18.19,16.83,16.85,17.34,-0.49,-2.8258,224124.77000000002,396483.441
2020-10-05,300467.SZ,16.94,17.72,16.72,17.13,17.41,-0.28,-1.6083,81620.31,141845.01299999998
2020-10-12,300467.SZ,17.41,18.33,17.25,18.18,17.73,0.45,2.5381,79336.6,141841.045
2020-10-19,300467.SZ,18.21,18.98,17.94,18.4,18.6,-0.2,-1.0753,252124.05,467005.429
2020-10-26,300467.SZ,18.51,20.61,18.5,19.0,19.2,-0.2,-1.0417,368301.14,709590.201
2020-11-02,300467.SZ,18.98,20.08,18.61,19.29,18.97,0.32,1.6869,378341.71,735452.95
2020-11-09,300467.SZ,19.2,20.94,19.05,20.81,20.3,0.51,2.5123,389105.36,782877.236
2020-11-16,300467.SZ,20.65,20.74,17.86,17.98,18.97,-0.99,-5.2188,260823.77000000002,504339.31
2020-11-23,300467.SZ,17.98,18.06,16.2,16.32,17.22,-0.9,-5.2265,246487.0,423989.34400000004
2020-11-30,300467.SZ,16.31,16.94,16.06,16.31,16.48,-0.17,-1.0316,198786.91,326736.114
2020-12-07,300467.SZ,16.39,17.04,16.01,16.01,16.48,-0.47,-2.8519,232926.62,387761.819
2020-12-14,300467.SZ,15.99,16.17,14.36,14.78,14.61,0.17,1.1636,192733.85,292821.32
2020-12-21,300467.SZ,14.78,14.93,13.98,14.69,14.45,0.24,1.6609,127283.6,184622.54499999998
2020-12-28,300467.SZ,14.61,14.65,13.21,13.36,13.86,-0.5,-3.6075,144151.51,200495.316
2021-01-04,300467.SZ,13.42,13.98,13.31,13.82,13.79,0.03,0.2175,104912.6,143713.125
2021-01-11,300467.SZ,13.82,13.86,11.72,11.85,12.3,-0.45,-3.6585,252262.62,317200.024
2021-01-18,300467.SZ,11.77,12.51,11.15,12.22,11.73,0.49,4.1773,185770.1,217299.996
2021-01-25,300467.SZ,12.15,12.8,11.64,11.8,12.26,-0.46,-3.752,162911.05,201281.584
2021-02-01,300467.SZ,11.79,14.5,11.6,13.29,13.44,-0.15,-1.1161,369728.0,489842.712
2021-02-08,300467.SZ,13.17,13.94,11.26,11.7,11.92,-0.22,-1.8456,291055.23000000004,369926.498
2021-02-15,300467.SZ,11.5,12.38,11.48,12.11,11.98,0.13,1.0851,67013.0,79932.626
2021-02-22,300467.SZ,12.29,13.72,12.2,13.25,13.25,0.0,0.0,134246.29,175144.616
2021-03-01,300467.SZ,13.25,13.43,12.71,13.23,12.78,0.45,3.5211,188066.78,245159.915
2021-03-08,300467.SZ,13.24,13.46,12.69,12.87,13.09,-0.22,-1.6807,143437.38,186457.585
2021-03-15,300467.SZ,12.9,12.93,11.57,11.75,11.91,-0.16,-1.3434,150891.35,181837.942
2021-03-22,300467.SZ,11.76,12.5,11.73,12.19,12.06,0.13,1.0779,110360.74,133601.361
2021-03-29,300467.SZ,12.19,12.56,11.89,11.98,12.2,-0.22,-1.8033,152955.22,186508.68399999998
2021-04-05,300467.SZ,11.91,11.92,11.32,11.52,11.51,0.01,0.0869,84427.63,97897.979
2021-04-12,300467.SZ,11.55,12.68,11.55,12.35,12.1,0.25,2.0661,193078.59,235209.726
2021-04-19,300467.SZ,12.3,12.48,11.84,12.44,12.3,0.14,1.1382,125721.29000000001,153519.117
2021-04-26,300467.SZ,12.43,12.75,11.76,11.89,11.9,-0.01,-0.084,122814.99,150491.931
2021-05-03,300467.SZ,11.89,12.28,11.58,11.67,12.12,-0.45,-3.7129,93152.44,110907.974
2021-05-10,300467.SZ,11.67,11.99,11.46,11.83,11.54,0.29,2.513,58398.759999999995,68395.239
2021-05-17,300467.SZ,11.79,12.38,11.63,11.97,12.28,-0.31,-2.5244,119720.68,144658.529
2021-05-24,300467.SZ,11.92,12.65,11.92,12.39,12.19,0.2,1.6407,160800.26,198206.09100000001
2021-05-31,300467.SZ,12.32,13.54,12.28,13.06,13.16,-0.1,-0.7599,240934.33,309175.571
2021-06-07,300467.SZ,13.02,13.45,12.67,13.26,13.07,0.19,1.4537,206959.94,270286.166
2021-06-14,300467.SZ,13.33,14.76,13.01,14.53,13.93,0.6,4.3073,271566.04,377068.07499999995
2021-06-21,300467.SZ,14.54,15.8,13.91,15.26,15.71,-0.45,-2.8644,464500.43,689381.427
2021-06-28,300467.SZ,15.26,15.7,13.61,14.19,14.05,0.14,0.9964,288627.16,428101.861
2021-07-05,300467.SZ,14.19,14.4,13.32,14.36,13.66,0.7,5.1245,169846.78,237156.10499999998
2021-07-12,300467.SZ,14.33,15.19,13.88,14.93,14.16,0.77,5.4379,180042.4,259668.17599999998
2021-07-19,300467.SZ,15.4,19.96,15.38,17.27,18.41,-1.14,-6.1923,985305.17,1810310.139
2021-07-26,300467.SZ,17.15,18.5,16.57,17.05,18.26,-1.21,-6.6265,590513.78,1034216.3659999999
2021-08-02,300467.SZ,17.19,17.49,15.2,15.9,16.29,-0.39,-2.3941,398644.5,644301.1140000001
2021-08-09,300467.SZ,15.81,16.16,13.48,13.8,13.64,0.16,1.173,410663.41000000003,595835.216
2021-08-16,300467.SZ,13.82,14.03,12.89,13.13,13.13,0.0,0.0,298036.28,401917.744
2021-08-23,300467.SZ,13.11,13.14,12.43,12.83,12.63,0.2,1.5835,199611.0,254086.759
2021-08-30,300467.SZ,12.81,13.9,12.46,13.87,12.98,0.89,6.8567,337112.17,439145.12899999996
2021-09-06,300467.SZ,13.65,13.72,13.01,13.29,13.34,-0.05,-0.3748,292827.26,390492.016
2021-09-13,300467.SZ,13.22,16.4,13.22,14.54,14.15,0.39,2.7562,577417.51,843165.143
2021-09-20,300467.SZ,14.51,14.75,13.68,13.82,14.39,-0.57,-3.9611,199589.27,283594.582
2021-09-27,300467.SZ,13.56,14.55,13.28,14.54,14.27,0.27,1.8921,174199.83000000002,243024.126
2021-10-04,300467.SZ,14.36,14.74,13.66,13.8,13.92,-0.12,-0.8621,97268.3,137508.4
2021-10-11,300467.SZ,13.92,14.66,13.83,14.49,14.44,0.05,0.3463,76315.12,109100.227
2021-10-18,300467.SZ,14.4,14.44,13.14,13.26,13.75,-0.49,-3.5636,124629.21,170954.827
2021-10-25,300467.SZ,13.21,13.63,12.78,12.9,13.15,-0.25,-1.9011,117714.03,154315.799
2021-11-01,300467.SZ,13.0,13.25,11.91,12.93,12.74,0.19,1.4914,125236.06,157734.839
2021-11-08,300467.SZ,12.89,14.88,12.5,14.43,13.99,0.44,3.1451,264750.04,364902.427
2021-11-15,300467.SZ,14.1,15.36,14.08,15.16,14.72,0.44,2.9891,424563.01,625954.841
2021-11-22,300467.SZ,15.12,16.06,14.5,14.72,15.04,-0.32,-2.1277,434094.24,661768.713
2021-11-29,300467.SZ,14.69,15.62,14.14,14.28,14.65,-0.37,-2.5256,394775.96,587549.954
2021-12-06,300467.SZ,14.48,14.9,13.57,13.58,14.14,-0.56,-3.9604,218370.61,311501.883
2021-12-13,300467.SZ,13.65,16.38,13.44,15.83,14.67,1.16,7.9073,424693.99,632002.211
2021-12-20,300467.SZ,15.58,16.6,15.5,15.75,16.02,-0.27,-1.6854,436853.6,695955.202
2021-12-27,300467.SZ,15.89,17.0,15.1,15.3,15.44,-0.14,-0.9067,368510.0,593055.976
2022-01-03,300467.SZ,15.42,18.71,15.22,16.64,17.32,-0.68,-3.9261,736748.78,1260484.558
2022-01-10,300467.SZ,16.56,17.28,15.06,15.97,15.6,0.37,2.3718,676847.7000000001,1116171.655
2022-01-17,300467.SZ,15.99,17.2,15.6,16.9,15.87,1.03,6.4902,430838.56,704448.245
2022-01-24,300467.SZ,17.05,21.58,16.66,17.47,17.93,-0.46,-2.5655,1558278.86,3025233.953
2022-01-31,300467.SZ,17.45,17.55,14.36,14.88,14.54,0.34,2.3384,588627.33,913664.51
2022-02-07,300467.SZ,14.58,14.64,13.71,14.03,14.88,-0.85,-5.7124,140378.87,197009.25
2022-02-14,300467.SZ,13.88,15.13,13.72,14.2,14.13,0.07,0.4954,437444.52,633704.657
2022-02-21,300467.SZ,14.2,17.81,13.8,17.81,14.84,2.97,20.0135,785567.11,1251918.788
2022-02-28,300467.SZ,17.16,19.0,16.04,16.36,16.69,-0.33,-1.9772,1294419.63,2261413.815
2022-03-07,300467.SZ,16.28,16.7,15.1,15.25,15.67,-0.42,-2.6803,498930.56,799646.183
2022-03-14,300467.SZ,15.44,15.46,13.9,14.71,15.41,-0.7,-4.5425,489683.45999999996,731014.131
2022-03-21,300467.SZ,14.71,16.65,14.03,16.07,15.76,0.31,1.967,701649.62,1088413.692
2022-03-28,300467.SZ,15.88,16.61,15.28,16.29,15.55,0.74,4.7588,530230.99,842770.368
2022-04-04,300467.SZ,16.22,17.51,15.63,16.74,17.07,-0.33,-1.9332,596840.13,988326.949
2022-04-11,300467.SZ,16.6,17.53,14.3,14.46,16.56,-2.1,-12.6812,505470.11,816071.9890000001
2022-04-18,300467.SZ,15.2,15.8,12.81,13.3,13.47,-0.17,-1.2621,471370.22000000003,678505.608
2022-04-25,300467.SZ,13.2,13.38,10.52,10.57,11.69,-1.12,-9.5808,282209.05,345501.066
2022-05-02,300467.SZ,10.66,10.98,9.97,10.72,10.22,0.5,4.8924,200573.0,209630.563
2022-05-09,300467.SZ,10.71,11.09,10.29,10.93,10.65,0.28,2.6291,128424.0,138365.903
2022-05-16,300467.SZ,10.77,11.48,10.75,11.21,11.07,0.14,1.2647,203901.0,227124.331
2022-05-23,300467.SZ,11.22,11.65,10.78,11.51,11.32,0.19,1.6784,196628.41,221026.66
2022-05-30,300467.SZ,11.56,11.58,10.66,11.22,11.16,0.06,0.5376,202087.78,225034.163
2022-06-06,300467.SZ,11.17,12.52,11.07,12.16,11.7,0.46,3.9316,215091.81,252936.681
2022-06-13,300467.SZ,12.1,12.24,11.37,11.83,11.58,0.25,2.1589,267293.0,313232.239
2022-06-20,300467.SZ,11.77,12.36,11.16,11.82,11.79,0.03,0.2545,273248.0,322012.176
2022-06-27,300467.SZ,11.84,12.16,11.38,11.69,11.64,0.05,0.4296,210794.77000000002,248085.548
2022-07-04,300467.SZ,11.67,12.17,11.16,11.22,11.42,-0.2,-1.7513,212060.66999999998,247152.39
2022-07-11,300467.SZ,11.19,11.34,10.6,11.01,11.15,-0.14,-1.2556,202313.33000000002,220716.782
2022-07-18,300467.SZ,11.01,11.05,10.31,10.66,10.34,0.32,3.0948,164500.72,175473.369
2022-07-25,300467.SZ,10.72,13.0,10.63,11.42,11.78,-0.36,-3.056,507376.98,603368.05
2022-08-01,300467.SZ,11.53,11.98,11.39,11.78,11.68,0.1,0.8562,223663.62,262422.397
2022-08-08,300467.SZ,11.68,12.0,10.93,11.99,11.74,0.25,2.1295,230076.82,262214.603
2022-08-15,300467.SZ,11.99,12.07,11.62,11.7,11.91,-0.21,-1.7632,160697.58000000002,189812.095
2022-08-22,300467.SZ,11.71,12.29,11.45,12.06,11.79,0.27,2.2901,237006.31,281333.58
2022-08-29,300467.SZ,12.05,12.14,11.14,11.9,11.82,0.08,0.6768,228095.54,267419.744
2022-09-05,300467.SZ,11.88,12.7,11.8,12.32,12.53,-0.21,-1.676,455607.3,559039.688
2022-09-12,300467.SZ,12.28,12.28,11.37,11.57,11.49,0.08,0.6963,213091.9,250212.69
2022-09-19,300467.SZ,11.57,11.81,10.3,10.52,10.81,-0.29,-2.6827,167960.12,188882.679
2022-09-26,300467.SZ,10.6,10.91,10.2,10.28,10.45,-0.17,-1.6268,111956.42,118990.551
2022-10-03,300467.SZ,10.52,10.72,9.9,10.0,9.99,0.01,0.1001,104225.27,107159.046
2022-10-10,300467.SZ,10.05,10.08,9.72,9.78,10.0,-0.22,-2.2,19406.0,19231.728
2022-10-17,300467.SZ,9.71,10.8,9.57,10.76,10.58,0.18,1.7013,129124.47,132198.027
2022-10-24,300467.SZ,10.83,10.85,10.39,10.42,10.54,-0.12,-1.1385,115723.94,123162.809
2022-10-31,300467.SZ,10.42,10.85,10.15,10.6,10.28,0.32,3.1128,168813.22,178064.805
2022-11-07,300467.SZ,10.65,11.22,10.58,11.16,10.94,0.22,2.011,161122.77000000002,175238.94700000001
2022-11-14,300467.SZ,11.13,11.5,10.96,11.22,11.16,0.06,0.5376,146510.59999999998,164235.701
2022-11-21,300467.SZ,11.16,12.61,11.12,11.46,11.85,-0.39,-3.2911,467870.85,556575.122
2022-11-28,300467.SZ,11.45,11.98,10.54,10.93,10.78,0.15,1.3915,231711.34,258635.169
2022-12-05,300467.SZ,10.9,11.87,10.83,11.73,11.64,0.09,0.7732,250118.14,285293.537
2022-12-12,300467.SZ,11.73,11.89,11.33,11.47,11.58,-0.11,-0.9499,189749.47,219069.874
2022-12-19,300467.SZ,11.47,11.75,11.06,11.21,11.28,-0.07,-0.6206,147892.25,169507.673
2022-12-26,300467.SZ,11.32,11.85,10.8,11.67,11.56,0.11,0.9516,219280.2,249762.248
2023-01-02,300467.SZ,11.7,12.19,11.43,11.91,11.69,0.22,1.882,225131.34,265343.993
2023-01-09,300467.SZ,11.99,13.2,11.88,12.34,12.36,-0.02,-0.1618,396530.28,496077.96400000004
2023-01-16,300467.SZ,12.39,12.4,11.88,11.92,12.04,-0.12,-0.9967,170364.55,206140.699
2023-01-23,300467.SZ,11.93,12.97,11.73,12.84,12.67,0.17,1.3418,199303.71,247738.57799999998
2023-01-30,300467.SZ,12.89,12.93,12.57,12.62,12.84,-0.22,-1.7134,59760.01,75690.276
2023-02-06,300467.SZ,12.61,13.8,12.53,13.41,13.19,0.22,1.6679,280506.6,366752.08999999997
2023-02-13,300467.SZ,13.44,14.07,13.2,14.0,13.78,0.22,1.5965,276255.33,377580.504
2023-02-20,300467.SZ,13.95,15.17,13.77,14.26,13.99,0.27,1.9299,431147.85,621813.711
2023-02-27,300467.SZ,14.3,14.41,13.67,13.97,13.97,0.0,0.0,225886.01,315162.942
2023-03-06,300467.SZ,14.14,14.55,13.74,14.09,14.16,-0.07,-0.4944,211853.08000000002,299674.056
2023-03-13,300467.SZ,14.09,14.26,13.55,14.11,13.88,0.23,1.6571,209060.0,290284.418
2023-03-20,300467.SZ,14.13,14.73,13.57,14.23,14.1,0.13,0.922,254643.59,360292.278
2023-03-27,300467.SZ,14.28,15.14,14.03,14.83,14.99,-0.16,-1.0674,400886.95,589392.507
2023-04-03,300467.SZ,14.71,14.87,13.81,14.54,14.44,0.1,0.6925,321759.33,463117.778
2023-04-10,300467.SZ,14.65,15.25,13.74,13.9,14.38,-0.48,-3.338,315535.66000000003,453130.109
2023-04-17,300467.SZ,13.8,16.09,13.77,13.98,14.88,-0.9,-6.0484,670840.99,1002255.101
2023-04-24,300467.SZ,13.94,14.7,13.17,13.94,13.37,0.57,4.2633,409367.71,571129.5179999999
2023-05-01,300467.SZ,13.78,19.98,13.7,19.97,17.38,2.59,14.9022,1644920.4,2816866.025
2023-05-08,300467.SZ,18.83,19.86,17.27,18.06,17.8,0.26,1.4607,1168733.03,2165443.693
2023-05-15,300467.SZ,17.58,20.59,16.78,17.22,17.1,0.12,0.7018,1555969.18,2879736.2309999997
2023-05-22,300467.SZ,17.16,17.8,15.88,16.3,16.48,-0.18,-1.0922,860856.19,1451445.5699999998
2023-05-29,300467.SZ,16.2,17.32,15.54,16.71,15.91,0.8,5.0283,855375.58,1393207.4070000001
2023-06-05,300467.SZ,16.33,18.23,15.87,18.23,17.6,0.63,3.5795,1023445.22,1762710.958
2023-06-12,300467.SZ,18.23,18.9,16.67,18.35,18.34,0.01,0.0545,988224.25,1767108.596
2023-06-19,300467.SZ,18.12,18.84,17.22,18.75,18.0,0.75,4.1667,889452.71,1613191.638
2023-06-26,300467.SZ,18.78,19.44,17.24,17.41,17.57,-0.16,-0.9106,566643.34,1044005.557
2023-07-03,300467.SZ,17.05,21.63,16.57,19.97,20.43,-0.46,-2.2516,1651279.01,3281214.8710000003
2023-07-10,300467.SZ,19.8,21.46,17.68,18.35,17.86,0.49,2.7436,1245341.86,2430040.924
2023-07-17,300467.SZ,18.27,19.73,17.66,18.17,19.23,-1.06,-5.5122,943771.22,1766489.208
2023-07-24,300467.SZ,18.46,18.68,15.55,15.64,15.83,-0.19,-1.2003,623144.68,1061517.182
2023-07-31,300467.SZ,15.95,15.95,15.02,15.62,15.21,0.41,2.6956,401162.62,618189.307
2023-08-07,300467.SZ,15.54,16.12,15.26,15.78,15.6,0.18,1.1538,381817.93,597806.033
2023-08-14,300467.SZ,15.7,16.05,14.9,15.58,15.25,0.33,2.1639,319355.08999999997,497971.476
2023-08-21,300467.SZ,15.59,15.69,14.51,14.53,14.58,-0.05,-0.3429,263055.11,393273.511
2023-08-28,300467.SZ,14.65,15.78,14.38,14.52,14.5,0.02,0.1379,336138.32,501027.022
2023-09-04,300467.SZ,14.61,16.05,14.61,15.44,15.35,0.09,0.5863,434316.95999999996,674381.907
2023-09-11,300467.SZ,15.36,17.66,14.91,15.44,15.5,-0.06,-0.3871,809742.8,1290769.265
2023-09-18,300467.SZ,15.28,15.28,14.09,14.28,14.25,0.03,0.2105,348372.35,506819.79
2023-09-25,300467.SZ,14.28,14.28,13.48,14.0,14.19,-0.19,-1.339,274820.81,382555.32
2023-10-02,300467.SZ,14.14,14.46,14.01,14.44,14.22,0.22,1.5471,157307.45,224491.836
2023-10-09,300467.SZ,14.41,14.45,14.2,14.22,14.44,-0.22,-1.5235,43371.12,61894.705
2023-10-16,300467.SZ,14.22,14.81,13.9,14.02,14.19,-0.17,-1.198,265795.12,382117.57899999997
2023-10-23,300467.SZ,14.02,14.49,13.0,13.08,13.53,-0.45,-3.3259,262002.16,362742.557
2023-10-30,300467.SZ,13.16,14.89,13.1,14.76,14.39,0.37,2.5712,383690.18,548909.072
2023-11-06,300467.SZ,14.87,16.48,14.82,16.21,15.39,0.82,5.3281,556645.76,864587.928
2023-11-13,300467.SZ,16.14,16.59,15.89,16.18,16.11,0.07,0.4345,429772.49,696279.038
2023-11-20,300467.SZ,16.09,17.29,16.08,17.2,16.77,0.43,2.5641,345393.37,574704.1429999999
2023-11-27,300467.SZ,17.17,17.35,16.03,16.14,16.49,-0.35,-2.1225,318734.22,533373.503
2023-12-04,300467.SZ,16.14,17.53,16.02,17.42,17.25,0.17,0.9855,336161.81,566617.074
2023-12-11,300467.SZ,17.33,17.96,16.56,17.71,17.06,0.65,3.8101,388130.8,668461.759
2023-12-18,300467.SZ,17.75,19.99,16.74,18.13,18.26,-0.13,-0.7119,867608.94,1571431.988
2023-12-25,300467.SZ,17.07,18.6,15.58,15.91,16.41,-0.5,-3.0469,963553.69,1663227.656
2024-01-01,300467.SZ,15.94,17.57,15.41,17.38,16.29,1.09,6.6912,379388.0,626697.983
2024-01-08,300467.SZ,17.56,17.99,16.26,16.29,16.51,-0.22,-1.3325,300833.91000000003,512355.179
2024-01-15,300467.SZ,16.46,16.67,15.69,15.75,15.94,-0.19,-1.192,187865.68,302794.12200000003
2024-01-22,300467.SZ,15.75,15.85,14.01,14.11,15.03,-0.92,-6.1211,267867.69999999995,405028.085
2024-01-29,300467.SZ,14.13,16.1,13.77,14.45,15.58,-1.13,-7.2529,425758.8,629085.505
2024-02-05,300467.SZ,14.55,14.57,9.95,10.2,12.03,-1.83,-15.212,425124.45999999996,527648.522
2024-02-12,300467.SZ,9.96,10.95,9.09,10.77,9.34,1.43,15.3105,432290.28,425460.56799999997
2024-02-19,300467.SZ,10.9,11.76,10.9,11.6,10.77,0.83,7.7066,131717.46,150642.525
2024-02-26,300467.SZ,11.52,13.72,11.11,13.28,13.5,-0.22,-1.6296,447800.57,561659.84
2024-03-04,300467.SZ,13.29,14.77,12.4,14.23,13.81,0.42,3.0413,443783.92,607867.198
2024-03-11,300467.SZ,14.12,14.3,13.18,13.75,13.5,0.25,1.8519,259460.18,355166.86
2024-03-18,300467.SZ,13.91,14.58,13.8,14.5,14.11,0.39,2.764,328783.0,466108.52400000003
2024-03-25,300467.SZ,14.5,15.24,14.08,14.09,14.79,-0.7,-4.7329,385793.33999999997,565493.584
2024-04-01,300467.SZ,13.9,14.2,12.98,13.96,13.58,0.38,2.7982,264803.75,360098.24
2024-04-08,300467.SZ,13.92,13.96,12.82,12.84,13.2,-0.36,-2.7273,144892.22,191642.515
2024-04-15,300467.SZ,12.99,14.98,12.59,12.98,13.7,-0.72,-5.2555,549087.45,762860.425
2024-04-22,300467.SZ,12.76,13.79,11.99,13.07,13.62,-0.55,-4.0382,263354.89,344266.83
2024-04-29,300467.SZ,13.1,14.42,13.1,14.24,14.14,0.1,0.7072,352153.4,493955.747
2024-05-06,300467.SZ,14.27,14.45,13.83,14.06,13.97,0.09,0.6442,95684.0,134126.21899999998
2024-05-13,300467.SZ,14.12,15.86,13.4,15.26,14.43,0.83,5.7519,401832.03,578572.363
2024-05-20,300467.SZ,16.25,18.31,14.41,15.28,14.79,0.49,3.313,961368.9299999999,1519906.8560000001
2024-05-27,300467.SZ,15.4,16.33,14.31,14.68,14.81,-0.13,-0.8778,502735.55,773704.153
2024-06-03,300467.SZ,14.65,15.28,14.08,14.29,14.75,-0.46,-3.1186,275993.0,405644.12899999996
2024-06-10,300467.SZ,14.18,14.98,13.22,13.53,13.32,0.21,1.5766,201718.63,282627.61199999996
2024-06-17,300467.SZ,13.32,14.34,13.21,14.09,14.13,-0.04,-0.2831,167988.48,235252.196
2024-06-24,300467.SZ,14.15,14.28,12.88,13.15,13.62,-0.47,-3.4508,232092.24,319311.145
2024-07-01,300467.SZ,13.0,15.27,12.88,13.72,13.7,0.02,0.146,273247.05,376325.18
2024-07-08,300467.SZ,13.66,13.96,12.45,12.46,13.01,-0.55,-4.2275,172696.35,229253.423
2024-07-15,300467.SZ,12.46,13.28,12.38,12.99,12.99,0.0,0.0,122108.36,157882.727
2024-07-22,300467.SZ,12.82,13.42,12.33,13.26,12.83,0.43,3.3515,154429.4,199262.102
2024-07-29,300467.SZ,13.26,13.5,12.43,13.01,12.84,0.17,1.324,110596.4,142259.922
2024-08-05,300467.SZ,13.01,13.9,12.81,13.3,13.42,-0.12,-0.8942,199519.7,267359.957
2024-08-12,300467.SZ,13.41,13.87,12.34,12.37,12.59,-0.22,-1.7474,166775.24,218244.11599999998
2024-08-19,300467.SZ,12.5,13.86,12.34,13.53,13.18,0.35,2.6555,218679.32,287610.961
2024-08-26,300467.SZ,13.66,15.27,12.16,12.64,12.4,0.24,1.9355,641051.4,875182.703
2024-09-02,300467.SZ,12.51,13.18,11.8,12.39,13.01,-0.62,-4.7656,255675.25,321119.583
2024-09-09,300467.SZ,12.44,12.87,12.12,12.31,12.4,-0.09,-0.7258,145208.0,181747.672
2024-09-16,300467.SZ,12.35,12.71,12.06,12.07,12.4,-0.33,-2.6613,102996.0,127891.638
2024-09-23,300467.SZ,12.07,12.36,11.7,12.28,12.2,0.08,0.6557,90272.0,109494.037
2024-09-30,300467.SZ,12.23,16.32,12.23,15.98,14.19,1.79,12.6145,478447.57999999996,683983.477
2024-10-14,300467.SZ,18.8,18.8,14.54,15.53,14.85,0.68,4.5791,734948.36,1192361.419
2024-10-21,300467.SZ,15.97,17.5,15.6,17.09,16.58,0.51,3.076,1012943.71,1693679.2349999999
2024-10-28,300467.SZ,17.04,17.15,15.92,16.95,16.47,0.48,2.9144,458964.42,759498.0109999999
2024-11-04,300467.SZ,17.3,17.38,15.43,15.88,15.51,0.37,2.3856,419735.96,686203.995
2024-11-11,300467.SZ,15.96,18.49,15.9,18.35,17.35,1.0,5.7637,739692.1699999999,1294737.078
2024-11-18,300467.SZ,18.32,19.19,15.68,16.23,17.3,-1.07,-6.185,754930.15,1336169.5040000002
2024-11-25,300467.SZ,16.23,18.38,16.06,17.96,17.25,0.71,4.1159,690040.21,1214098.999
